Correlation,Article 1,Article 2
1.0,50443811,50342237
1.0,80436965,90160211
1.0,80436965,20451379
1.0,80436965,10436978
1.0,80436965,80362974
1.0,80436965,10331194
1.0,80436965,362746
1.0,445370,70417892
1.0,445370,60510310
1.0,445370,60396121
1.0,20510307,445370
1.0,20532743,70417892
1.0,20532743,50510301
1.0,20532743,20510307
1.0,20532743,50342237
1.0,20510307,60412932
1.0,20510307,90511105
1.0,20510307,80391764
1.0,20510307,50457105
1.0,20510307,60391859
1.0,20510307,50443811
1.0,20510307,60396121
1.0,445370,50443811
1.0,20510307,60510310
1.0,20510307,70417892
1.0,20510307,50510301
1.0,20510307,20532743
1.0,20510307,50342237
1.0,445370,60412932
1.0,445370,90511105
1.0,445370,80391764
1.0,445370,50457105
1.0,445370,60391859
1.0,50357002,40205599
1.0,50357002,40256895
1.0,60412932,445370
1.0,20219936,40399998
1.0,20219936,80396926
1.0,20219936,50359195
1.0,20219936,40442195
1.0,20219936,50219893
1.0,20219936,50456554
1.0,20219936,80429408
1.0,20219936,10381909
1.0,20219936,521948
1.0,20219936,60381898
1.0,20219936,50278726
1.0,20219936,50498889
1.0,90282180,20275814
1.0,90282180,214505
1.0,90282180,90256893
1.0,90282180,10378445
1.0,90282180,50525642
1.0,90282180,40525685
1.0,90282180,90435102
1.0,90282180,30388759
1.0,90282180,50378410
1.0,90282180,30277959
1.0,90282180,90190524
1.0,90282180,70214559
1.0,20219936,70420936
1.0,20219936,70217157
1.0,90282180,10408683
1.0,20219936,60454026
1.0,60217228,30217135
1.0,60217228,90124534
1.0,60217228,60454026
1.0,60217228,70217157
1.0,60217228,40399998
1.0,60217228,70420936
1.0,60217228,80396926
1.0,60217228,50359195
1.0,60217228,40442195
1.0,60217228,50219893
1.0,60217228,50456554
1.0,60217228,80429408
1.0,60217228,10381909
1.0,60217228,521948
1.0,60217228,60381898
1.0,60217228,50278726
1.0,60217228,50498889
1.0,20219936,359206
1.0,20219936,70396917
1.0,20219936,30217159
1.0,20219936,50486650
1.0,20219936,30217135
1.0,20219936,90124534
1.0,90282180,10246308
1.0,90282180,60348125
1.0,50357002,90434961
1.0,60348125,40525685
1.0,60348125,90282180
1.0,40525685,20275814
1.0,40525685,50525642
1.0,40525685,90435102
1.0,40525685,90282180
1.0,40525685,60348125
1.0,90466155,90440764
1.0,90466155,10436959
1.0,90466155,50444783
1.0,90466155,440768
1.0,90440764,10436959
1.0,90440764,50444783
1.0,90440764,90466155
1.0,90440764,440768
1.0,50444783,90440764
1.0,50444783,10436959
1.0,50444783,90466155
1.0,50444783,440768
1.0,10436959,90440764
1.0,10436959,50444783
1.0,10436959,90466155
1.0,10436959,440768
1.0,440768,90440764
1.0,60348125,90435102
1.0,60348125,50525642
1.0,90282180,30072255
1.0,60348125,20275814
1.0,20275814,10443974
1.0,20275814,40525685
1.0,20275814,10492455
1.0,20275814,90282180
1.0,20275814,40499002
1.0,20275814,30493350
1.0,20275814,20278167
1.0,20275814,50525642
1.0,20275814,461379
1.0,20275814,80275887
1.0,20275814,10486652
1.0,20275814,30219281
1.0,20275814,90435102
1.0,20275814,10409932
1.0,20275814,20461378
1.0,20275814,60348125
1.0,20275814,20301554
1.0,20275814,40217955
1.0,90435102,20275814
1.0,90435102,50525642
1.0,90435102,40525685
1.0,90435102,90282180
1.0,90435102,60348125
1.0,60217228,50486650
1.0,60217228,30217159
1.0,60217228,70396917
1.0,60501886,50320805
1.0,60501886,40321631
1.0,60501886,80010222
1.0,60501886,20519888
1.0,90519880,50517760
1.0,90519880,90198030
1.0,90519880,50320805
1.0,90519880,40321631
1.0,90519880,80010222
1.0,90519880,20519888
1.0,90519880,60501886
1.0,90198030,50517760
1.0,90198030,50320805
1.0,90198030,90519880
1.0,90198030,40321631
1.0,90198030,80010222
1.0,90198030,20519888
1.0,90198030,60501886
1.0,80010222,50517760
1.0,80010222,90198030
1.0,80010222,50320805
1.0,80010222,90519880
1.0,80010222,40321631
1.0,80010222,20519888
1.0,60501886,90519880
1.0,60501886,90198030
1.0,60217228,359206
1.0,60501886,50517760
1.0,50357002,60442383
1.0,50357002,60403602
1.0,50357002,40249541
1.0,50357002,90190524
1.0,20403562,80214549
1.0,60214569,40497828
1.0,60214569,20317079
1.0,60214569,60282186
1.0,60214569,90309245
1.0,90309245,40497828
1.0,90309245,20317079
1.0,90309245,60214569
1.0,90309245,60282186
1.0,60282186,40497828
1.0,60282186,20317079
1.0,60282186,60214569
1.0,60282186,90309245
1.0,60322130,309235
1.0,309235,60322130
1.0,90301555,10401931
1.0,90301555,10443974
1.0,10401931,10443974
1.0,10401931,90301555
1.0,80010222,60501886
1.0,50517760,90198030
1.0,50517760,50320805
1.0,50517760,90519880
1.0,20519888,70214559
1.0,20519888,90198030
1.0,20519888,20246360
1.0,20519888,20320802
1.0,20519888,40321631
1.0,20519888,70277957
1.0,20519888,80010222
1.0,20519888,60501886
1.0,20519888,20207410
1.0,20519888,214505
1.0,20519888,90519880
1.0,80396926,70217157
1.0,80396926,70396917
1.0,80396926,60217228
1.0,80396926,20219936
1.0,70396917,70217157
1.0,70396917,60217228
1.0,70396917,80396926
1.0,70396917,20219936
1.0,70217157,70396917
1.0,70217157,60217228
1.0,70217157,80396926
1.0,70217157,20219936
1.0,20519888,30256891
1.0,20519888,10368489
1.0,20519888,80534372
1.0,50320805,60501886
1.0,50517760,40321631
1.0,50517760,80010222
1.0,50517760,20519888
1.0,50517760,60501886
1.0,50320805,50517760
1.0,50320805,90198030
1.0,50320805,90519880
1.0,50320805,40321631
1.0,50320805,80010222
1.0,50320805,20519888
1.0,40321631,50517760
1.0,20519888,70346932
1.0,40321631,90198030
1.0,40321631,50320805
1.0,40321631,90519880
1.0,40321631,80010222
1.0,40321631,20519888
1.0,40321631,60501886
1.0,20519888,50517760
1.0,20519888,50320805
1.0,20519888,50335618
1.0,20519888,20214566
1.0,60412932,60396121
1.0,60412932,50443811
1.0,440768,50444783
1.0,80435942,461379
1.0,80435942,20476346
1.0,80435942,80461380
1.0,70392844,80435942
1.0,70392844,10270478
1.0,70392844,40458600
1.0,70392844,90207402
1.0,70392844,461379
1.0,70392844,343003
1.0,70392844,20476346
1.0,70392844,80461380
1.0,40458600,80435942
1.0,40458600,10270478
1.0,40458600,70392844
1.0,40458600,90207402
1.0,40458600,461379
1.0,40458600,343003
1.0,40458600,20476346
1.0,40458600,80461380
1.0,10270478,80435942
1.0,10270478,40458600
1.0,10270478,70392844
1.0,10270478,90207402
1.0,10270478,461379
1.0,80435942,343003
1.0,80435942,90207402
1.0,10270478,20476346
1.0,80435942,70392844
1.0,90207402,20476346
1.0,90207402,80461380
1.0,80461380,90066708
1.0,80461380,80393249
1.0,80461380,20476346
1.0,80461380,20393247
1.0,80461380,80435942
1.0,80461380,20440362
1.0,80461380,10502379
1.0,80461380,343003
1.0,80461380,30466224
1.0,80461380,70177255
1.0,80461380,60280205
1.0,80461380,90207402
1.0,80461380,30393497
1.0,80461380,502105
1.0,80461380,80502111
1.0,80461380,10270478
1.0,80461380,40458600
1.0,80461380,70392844
1.0,80461380,10339171
1.0,80435942,10270478
1.0,80435942,40458600
1.0,10270478,343003
1.0,10270478,80461380
1.0,30238543,40534835
1.0,60403602,30256891
1.0,60403602,80214549
1.0,60403602,60442383
1.0,60403602,30238543
1.0,60403602,70277957
1.0,60403602,50357002
1.0,60403602,10429973
1.0,60403602,60474425
1.0,60403602,214505
1.0,60403602,20214566
1.0,60403602,10308198
1.0,10429973,428549
1.0,10429973,80214549
1.0,10429973,60403602
1.0,10429973,30238543
1.0,10429973,60474425
1.0,10429973,10308198
1.0,60474425,428549
1.0,60474425,80214549
1.0,60474425,60403602
1.0,60474425,30238543
1.0,60474425,10429973
1.0,60474425,10308198
1.0,30238543,428549
1.0,60403602,428549
1.0,347510,20214566
1.0,343003,80435942
1.0,347510,40256942
1.0,343003,10270478
1.0,343003,40458600
1.0,343003,70392844
1.0,343003,90207402
1.0,343003,461379
1.0,343003,20476346
1.0,343003,80461380
1.0,90510945,70214559
1.0,90510945,214505
1.0,90510945,80256940
1.0,90510945,347510
1.0,90510945,40256942
1.0,90510945,20214566
1.0,40256942,70214559
1.0,40256942,214505
1.0,40256942,80256940
1.0,40256942,347510
1.0,40256942,90510945
1.0,40256942,20214566
1.0,347510,70214559
1.0,347510,214505
1.0,347510,80256940
1.0,347510,90510945
1.0,90207402,343003
1.0,90207402,461379
1.0,90207402,70392844
1.0,296313,90294512
1.0,296313,40291672
1.0,296313,40291667
1.0,296313,40351246
1.0,296313,70488318
1.0,296313,80261258
1.0,296313,70245952
1.0,296313,60245957
1.0,296313,351248
1.0,296313,60245962
1.0,296313,40348715
1.0,296313,90245946
1.0,90245946,40296311
1.0,90245946,70490948
1.0,90245946,90294512
1.0,90245946,60295532
1.0,90245946,40291672
1.0,90245946,40291667
1.0,90245946,40351246
1.0,90245946,70488318
1.0,90245946,70245952
1.0,90245946,60245957
1.0,90245946,351248
1.0,90245946,296313
1.0,296313,60295532
1.0,296313,60293566
1.0,90207402,40458600
1.0,296313,40296311
1.0,40291667,60245957
1.0,40291667,296313
1.0,40291667,351248
1.0,40291667,60245962
1.0,40291667,40348715
1.0,40291667,90245946
1.0,351248,40295528
1.0,351248,40296311
1.0,351248,60293566
1.0,351248,90294512
1.0,351248,60295532
1.0,351248,40291672
1.0,351248,40291667
1.0,351248,40351246
1.0,351248,70488318
1.0,351248,80261258
1.0,351248,70245952
1.0,351248,60245957
1.0,351248,296313
1.0,351248,60245962
1.0,351248,40348715
1.0,351248,90245946
1.0,296313,40295528
1.0,90245946,60245962
1.0,90245946,40348715
1.0,70490948,40295528
1.0,70490948,60293566
1.0,40534562,10477049
1.0,40534562,50395382
1.0,40534562,100467
1.0,40534562,30522381
1.0,40534562,10056770
1.0,40534562,20504194
1.0,40534562,473693
1.0,40534562,40504193
1.0,40534562,30432502
1.0,40534562,10482036
1.0,70261131,10492455
1.0,10492455,20275814
1.0,10492455,30219281
1.0,10492455,10443974
1.0,10492455,461379
1.0,10492455,70261131
1.0,10492455,80275887
1.0,10492455,10486652
1.0,10492455,20461378
1.0,10492455,40499002
1.0,10492455,30493350
1.0,90207402,80435942
1.0,90207402,10270478
1.0,30351746,40351741
1.0,30351746,70292104
1.0,40351741,30351746
1.0,20301554,20275814
1.0,70490948,80261258
1.0,70490948,90245946
1.0,10293564,80214568
1.0,10293564,50293604
1.0,10293564,30281739
1.0,10293564,30277959
1.0,30281739,10293564
1.0,30281739,80214568
1.0,30281739,50293604
1.0,30281739,30277959
1.0,80094014,20193899
1.0,40351741,70292104
1.0,80094014,60159520
1.0,80094014,50213546
1.0,80094014,60512875
1.0,80094014,20317079
1.0,80094014,453058
1.0,80094014,80258915
1.0,80094014,20476346
1.0,80094014,30258913
1.0,80094014,90488143
1.0,80094014,60512861
1.0,30238543,80214549
1.0,30238543,60403602
1.0,60412932,60391859
1.0,280637,80320521
1.0,280637,40430588
1.0,280637,20410534
1.0,50486650,359206
1.0,50486650,60217228
1.0,50486650,30217159
1.0,50486650,30217135
1.0,50486650,90124534
1.0,50486650,60454026
1.0,50486650,40399998
1.0,50486650,70420936
1.0,50486650,50359195
1.0,50486650,40442195
1.0,50486650,50219893
1.0,50486650,10502930
1.0,50486650,50456554
1.0,50486650,80429408
1.0,50486650,10381909
1.0,50486650,521948
1.0,50486650,60381898
1.0,50486650,50278726
1.0,50486650,20219936
1.0,50486650,50498889
1.0,10502930,50486650
1.0,280637,50518477
1.0,280637,70320319
1.0,60395876,10443974
1.0,280637,40507342
1.0,40430588,40507342
1.0,40430588,70320319
1.0,40430588,80320521
1.0,40430588,50518477
1.0,40430588,20410534
1.0,20410534,280637
1.0,20410534,50474751
1.0,20410534,50465756
1.0,20410534,40507342
1.0,20410534,70320319
1.0,20410534,80320521
1.0,20410534,50518477
1.0,20410534,40430588
1.0,50465756,280637
1.0,50465756,50474751
1.0,50465756,40507342
1.0,50465756,70320319
1.0,50465756,80320521
1.0,50465756,50518477
1.0,50465756,40430588
1.0,50465756,20410534
1.0,280637,50474751
1.0,280637,50465756
1.0,60395876,40217955
1.0,60395876,10477935
1.0,30238543,40242653
1.0,70417892,60391859
1.0,70417892,445370
1.0,70417892,60396121
1.0,70417892,60510310
1.0,70417892,50510301
1.0,70417892,20510307
1.0,70417892,20532743
1.0,70417892,50342237
1.0,60510310,60412932
1.0,60510310,90511105
1.0,60510310,80391764
1.0,60510310,50457105
1.0,60510310,60391859
1.0,60510310,50443811
1.0,60510310,445370
1.0,60510310,60396121
1.0,60510310,70417892
1.0,60510310,50510301
1.0,60510310,20510307
1.0,60510310,20532743
1.0,60510310,50342237
1.0,60412932,90511105
1.0,60412932,80391764
1.0,60412932,50457105
1.0,70417892,50443811
1.0,70417892,50457105
1.0,40217955,20275814
1.0,70417892,80391764
1.0,40217955,20278167
1.0,40217955,10443974
1.0,40217955,10477935
1.0,40217955,60395876
1.0,40217955,10409932
1.0,10477935,40217955
1.0,10477935,10443974
1.0,10477935,60395876
1.0,80391764,60412932
1.0,80391764,90511105
1.0,80391764,50457105
1.0,80391764,60391859
1.0,80391764,50443811
1.0,80391764,445370
1.0,80391764,60396121
1.0,80391764,60510310
1.0,80391764,70417892
1.0,80391764,50510301
1.0,80391764,20510307
1.0,80391764,20532743
1.0,80391764,50342237
1.0,70417892,60412932
1.0,70417892,90511105
1.0,40430588,50465756
1.0,40430588,50474751
1.0,40430588,280637
1.0,90294512,60245962
1.0,50293604,10293564
1.0,50293604,40295528
1.0,50293604,60293566
1.0,50293604,90294512
1.0,50293604,80214568
1.0,50293604,30281739
1.0,50293604,30277959
1.0,50293604,40393661
1.0,50293604,40294982
1.0,50293604,10244743
1.0,40393661,40295528
1.0,40393661,60293566
1.0,40393661,90294512
1.0,40393661,50293604
1.0,40393661,40294982
1.0,40393661,10244743
1.0,40294982,40295528
1.0,40294982,60293566
1.0,40294982,90294512
1.0,40294982,50293604
1.0,40294982,40393661
1.0,40294982,10244743
1.0,50160208,90124534
1.0,90294512,90245946
1.0,90294512,351248
1.0,70320319,20410534
1.0,90294512,70245952
1.0,30238543,10429973
1.0,30238543,60474425
1.0,30238543,10308198
1.0,10308198,428549
1.0,10308198,80214549
1.0,10308198,60403602
1.0,10308198,30238543
1.0,10308198,10429973
1.0,10308198,60474425
1.0,90294512,50293604
1.0,90294512,40351246
1.0,90294512,296313
1.0,90294512,40296311
1.0,90294512,40393661
1.0,90294512,60245957
1.0,90294512,40348715
1.0,90294512,60295532
1.0,90294512,40291672
1.0,90294512,70488318
1.0,90294512,40294982
1.0,90294512,10244743
1.0,90294512,40291667
1.0,90294512,80261258
1.0,50490138,40415031
1.0,50490138,80377937
1.0,50490138,60534641
1.0,70532062,20132453
1.0,50458831,60185034
1.0,50458831,80458815
1.0,50458831,90472340
1.0,50458831,458697
1.0,50458831,80458839
1.0,458697,90472340
1.0,458697,60185034
1.0,458697,50458831
1.0,80320521,280637
1.0,80320521,50474751
1.0,80320521,50465756
1.0,80320521,40507342
1.0,80320521,70320319
1.0,80320521,50518477
1.0,80320521,40430588
1.0,80320521,20410534
1.0,70320319,280637
1.0,70320319,50474751
1.0,70320319,50465756
1.0,70320319,40507342
1.0,70320319,80320521
1.0,70320319,50518477
1.0,70320319,40430588
1.0,90472340,50458831
1.0,90472340,458697
1.0,90472340,60185034
1.0,60534641,10056770
1.0,80377937,40415031
1.0,80377937,80342882
1.0,80377937,60534641
1.0,60534641,50395382
1.0,60534641,50490138
1.0,60534641,60534288
1.0,60534641,30524573
1.0,60534641,17228340
1.0,60534641,40415031
1.0,60534641,80377937
1.0,60534641,20503236
1.0,20200456,10311308
1.0,60534641,70534645
1.0,60534641,50534632
1.0,60534641,90542668
1.0,60534641,90523014
1.0,60534641,50342237
1.0,40415031,44881100
1.0,40415031,80377937
1.0,40415031,10514358
1.0,40415031,50490138
1.0,40415031,60534641
1.0,440768,10436959
1.0,257646,257302
1.0,440768,90466155
1.0,10330972,40436774
1.0,20434163,60505511
1.0,10330972,50330951
1.0,10330972,90382882
1.0,10330972,40497828
1.0,10330972,20434163
1.0,10330972,40446122
1.0,10330972,466598
1.0,10330972,50472827
1.0,10330972,90331166
1.0,10330972,20331198
1.0,10330972,70434113
1.0,20434163,40436774
1.0,10330972,60505511
1.0,90382882,50330951
1.0,90382882,40497828
1.0,90382882,20434163
1.0,90382882,40446122
1.0,90382882,466598
1.0,90382882,60273417
1.0,90382882,80272841
1.0,90382882,50472827
1.0,90382882,70246683
1.0,20434163,70434113
1.0,20434163,20331198
1.0,70366798,90347351
1.0,40436774,10330972
1.0,50330951,70434113
1.0,40436774,50330951
1.0,40436774,90382882
1.0,40436774,40497828
1.0,40436774,20434163
1.0,40436774,40446122
1.0,40436774,466598
1.0,40436774,20434115
1.0,40436774,50472827
1.0,40436774,50454036
1.0,40436774,90331166
1.0,20434163,90331166
1.0,40436774,20331198
1.0,40436774,70434113
1.0,40436774,60505511
1.0,20434163,50330951
1.0,20434163,90382882
1.0,20434163,40497828
1.0,20434163,40446122
1.0,20434163,466598
1.0,20434163,50472827
1.0,20434163,10330972
1.0,90382882,30277959
1.0,90382882,10330972
1.0,90382882,90331166
1.0,466598,90331166
1.0,40446122,40436774
1.0,40446122,70434113
1.0,40446122,60505511
1.0,466598,50330951
1.0,466598,90382882
1.0,466598,40497828
1.0,466598,20434163
1.0,466598,40446122
1.0,466598,50472827
1.0,466598,10330972
1.0,466598,20331198
1.0,90382882,20331198
1.0,466598,40436774
1.0,466598,70434113
1.0,466598,60505511
1.0,40503546,40539183
1.0,40503546,60444688
1.0,60444688,40539183
1.0,60444688,40503546
1.0,40539183,40503546
1.0,40539183,60444688
1.0,95685100,60159520
1.0,40446122,20331198
1.0,40446122,90331166
1.0,40446122,10330972
1.0,40446122,50472827
1.0,90382882,80261258
1.0,90382882,40436774
1.0,90382882,70434113
1.0,90382882,60505511
1.0,50472827,50330951
1.0,50472827,90382882
1.0,50472827,40497828
1.0,50472827,20434163
1.0,50472827,40446122
1.0,50472827,466598
1.0,50472827,10330972
1.0,50472827,90331166
1.0,50472827,20331198
1.0,50472827,40436774
1.0,50472827,70434113
1.0,50472827,60505511
1.0,40446122,50330951
1.0,40446122,90382882
1.0,40446122,40497828
1.0,40446122,20434163
1.0,40446122,466598
1.0,50330951,70330945
1.0,50330951,40436774
1.0,50330951,10330972
1.0,40399998,30217135
1.0,30326177,24524485
1.0,70467721,30326177
1.0,70467721,40399998
1.0,70467721,50474751
1.0,70467721,40507342
1.0,70467721,24524485
1.0,40399998,359206
1.0,40399998,60217228
1.0,40399998,30217159
1.0,40399998,50486650
1.0,40399998,90124534
1.0,40399998,30326177
1.0,40399998,60454026
1.0,40399998,70420936
1.0,40399998,50474751
1.0,40399998,70467721
1.0,40399998,50359195
1.0,40399998,40442195
1.0,40399998,50219893
1.0,40399998,50456554
1.0,40399998,80429408
1.0,40399998,10381909
1.0,30326177,40507342
1.0,30326177,70467721
1.0,30326177,50474751
1.0,30326177,40399998
1.0,40507342,30326177
1.0,40507342,40399998
1.0,40507342,70467721
1.0,40507342,50465756
1.0,40507342,80320521
1.0,40507342,70320319
1.0,40507342,50518477
1.0,40507342,40430588
1.0,40507342,24524485
1.0,40507342,20410534
1.0,50474751,280637
1.0,50474751,30326177
1.0,50474751,40399998
1.0,50474751,70467721
1.0,50474751,50465756
1.0,50474751,80320521
1.0,50474751,70320319
1.0,50474751,50518477
1.0,50474751,40430588
1.0,50474751,24524485
1.0,50474751,20410534
1.0,40399998,521948
1.0,40399998,60381898
1.0,50330951,336432
1.0,70434113,90331166
1.0,90331166,70330945
1.0,90331166,70434113
1.0,70434113,50330951
1.0,70434113,90382882
1.0,70434113,40497828
1.0,70434113,20434163
1.0,70434113,40446122
1.0,70434113,466598
1.0,70434113,50472827
1.0,70434113,10330972
1.0,70434113,20331198
1.0,40399998,50278726
1.0,70434113,40436774
1.0,70434113,60505511
1.0,50330951,90382882
1.0,50330951,331057
1.0,50330951,20434163
1.0,50330951,40446122
1.0,50330951,466598
1.0,50330951,40331055
1.0,50330951,50472827
1.0,50330951,60331200
1.0,90331166,40436774
1.0,90331166,10330972
1.0,90331166,336432
1.0,90331166,60331200
1.0,40399998,40507342
1.0,40399998,20219936
1.0,40399998,24524485
1.0,40399998,50498889
1.0,24524485,30326177
1.0,24524485,40399998
1.0,24524485,50474751
1.0,24524485,70467721
1.0,24524485,40507342
1.0,60403584,40407922
1.0,60403584,428549
1.0,60403584,90467089
1.0,60403584,30403571
1.0,473546,90217972
1.0,90331166,90382882
1.0,90331166,331057
1.0,90331166,20434163
1.0,90331166,40446122
1.0,90331166,466598
1.0,90331166,40331055
1.0,90331166,50472827
1.0,95685100,50456592
1.0,95685100,70193321
1.0,95685100,70286645
1.0,60159520,20278167
1.0,60159520,20193899
1.0,60159520,50456592
1.0,60159520,70193321
1.0,60159520,70286645
1.0,60159520,40504249
1.0,60159520,20476346
1.0,60159520,60452174
1.0,60159520,60512861
1.0,60159520,80094014
1.0,60159520,80089239
1.0,60159520,20300248
1.0,60159520,80258915
1.0,60159520,95685100
1.0,60159520,50525642
1.0,60159520,20317079
1.0,60159520,70456591
1.0,60159520,80275887
1.0,60159520,502474
1.0,60159520,30456593
1.0,60159520,40501892
1.0,60159520,50213546
1.0,60159520,80429757
1.0,60452174,70238541
1.0,60452174,50471026
1.0,60452174,20502166
1.0,60452174,80429757
1.0,70193321,30456593
1.0,70193321,40501892
1.0,70193321,80429757
1.0,70193321,20502166
1.0,70193321,50471026
1.0,70193321,70238541
1.0,60452174,60159520
1.0,60452174,50456592
1.0,60452174,70193321
1.0,60452174,70286645
1.0,60452174,40504249
1.0,60452174,80089239
1.0,60452174,20278167
1.0,60452174,20300248
1.0,60452174,95685100
1.0,60452174,50525642
1.0,60452174,70456591
1.0,60452174,80275887
1.0,60452174,502474
1.0,60452174,30456593
1.0,60452174,40501892
1.0,60159520,60512875
1.0,60159520,20502166
1.0,70193321,80275887
1.0,50471026,20278167
1.0,50525642,50471026
1.0,50525642,70238541
1.0,50525642,60348125
1.0,50471026,60159520
1.0,50471026,50456592
1.0,50471026,70193321
1.0,50471026,70286645
1.0,50471026,40504249
1.0,50471026,60452174
1.0,50471026,80089239
1.0,50471026,20300248
1.0,60159520,50471026
1.0,50471026,95685100
1.0,50471026,50525642
1.0,50471026,70456591
1.0,50471026,80275887
1.0,50471026,502474
1.0,50471026,30456593
1.0,50471026,40501892
1.0,50471026,20502166
1.0,50471026,70238541
1.0,50456592,60159520
1.0,50525642,20502166
1.0,50525642,90435102
1.0,50525642,80429757
1.0,50525642,40501892
1.0,60159520,30258913
1.0,60159520,70238541
1.0,60159520,90488143
1.0,60159520,453058
1.0,50525642,60159520
1.0,50525642,50456592
1.0,50525642,70193321
1.0,50525642,40525685
1.0,50525642,70286645
1.0,50525642,40504249
1.0,50525642,60452174
1.0,50525642,90282180
1.0,50525642,80089239
1.0,50525642,20275814
1.0,50525642,20278167
1.0,50525642,20300248
1.0,50525642,95685100
1.0,50525642,70456591
1.0,50525642,80275887
1.0,50525642,502474
1.0,50525642,30456593
1.0,70193321,502474
1.0,70193321,70456591
1.0,95685100,40504249
1.0,40501892,60159520
1.0,70286645,70456591
1.0,70286645,80275887
1.0,70286645,502474
1.0,70286645,30456593
1.0,70286645,40501892
1.0,70286645,80429757
1.0,70286645,20502166
1.0,70286645,50471026
1.0,70286645,70238541
1.0,70286645,275848
1.0,40501892,50456592
1.0,40501892,80331930
1.0,40501892,70193321
1.0,40501892,30263245
1.0,40501892,20214566
1.0,40501892,70286645
1.0,40501892,40504249
1.0,40501892,60452174
1.0,40501892,80089239
1.0,40501892,20278167
1.0,40501892,20300248
1.0,40501892,95685100
1.0,70286645,423721
1.0,70286645,50525642
1.0,70286645,95685100
1.0,70286645,20300248
1.0,95685100,60452174
1.0,95685100,80089239
1.0,95685100,20278167
1.0,95685100,20300248
1.0,95685100,50525642
1.0,95685100,70456591
1.0,95685100,80275887
1.0,95685100,502474
1.0,95685100,30456593
1.0,95685100,40501892
1.0,95685100,80429757
1.0,95685100,20502166
1.0,95685100,50471026
1.0,30483148,10365419
1.0,70286645,60159520
1.0,70286645,50456592
1.0,70286645,70193321
1.0,70286645,40504249
1.0,70286645,60452174
1.0,70286645,80089239
1.0,70286645,20278167
1.0,40501892,50525642
1.0,40501892,70246386
1.0,70193321,50525642
1.0,70456591,20502166
1.0,70456591,80089239
1.0,70456591,20278167
1.0,70456591,20300248
1.0,70456591,95685100
1.0,70456591,50525642
1.0,70456591,80275887
1.0,70456591,502474
1.0,70456591,30456593
1.0,70456591,40501892
1.0,70456591,80429757
1.0,70456591,50471026
1.0,40501892,70456591
1.0,70456591,70238541
1.0,70193321,60159520
1.0,70193321,50456592
1.0,70193321,70286645
1.0,70193321,40504249
1.0,70193321,60452174
1.0,70193321,80089239
1.0,70193321,20278167
1.0,70193321,20300248
1.0,70193321,95685100
1.0,70456591,60452174
1.0,70456591,40504249
1.0,70456591,70286645
1.0,70456591,70193321
1.0,40501892,80275887
1.0,40501892,70214559
1.0,40501892,30256891
1.0,40501892,502474
1.0,40501892,30456593
1.0,40501892,30275861
1.0,40501892,80429757
1.0,40501892,90404822
1.0,40501892,70277957
1.0,40501892,20502166
1.0,40501892,50471026
1.0,40501892,30277959
1.0,40501892,70238541
1.0,40501892,20207410
1.0,40501892,214505
1.0,40501892,90338417
1.0,40501892,257298
1.0,40501892,90246352
1.0,40501892,70257638
1.0,70456591,60159520
1.0,70456591,50456592
1.0,40507342,280637
1.0,95685100,70238541
1.0,30546966,50353612
1.0,10385950,80480393
1.0,10385950,30179435
1.0,488425,549546
1.0,488425,20518474
1.0,488425,50353612
1.0,488425,20468110
1.0,20518474,30546966
1.0,20518474,20468110
1.0,30546966,30514791
1.0,30546966,90538001
1.0,20518474,50353612
1.0,20532309,90262196
1.0,20532309,10515485
1.0,30378454,70186090
1.0,10515485,50520753
1.0,10515485,10510299
1.0,10515485,20532309
1.0,10515485,50445320
1.0,10515485,90262196
1.0,20518474,549546
1.0,20468110,547038
1.0,20468110,488425
1.0,20468110,30351143
1.0,20468110,30514791
1.0,10385950,10311308
1.0,10311308,30179435
1.0,90262196,10510299
1.0,10311308,20200456
1.0,50258323,50353612
1.0,50258323,20518474
1.0,50258323,549546
1.0,30546966,488425
1.0,30546966,30351143
1.0,20518474,90538001
1.0,20518474,50258323
1.0,549546,20468110
1.0,30351143,30546966
1.0,30351143,50258323
1.0,30351143,90538001
1.0,30351143,30514791
1.0,30351143,488425
1.0,30179435,80480393
1.0,30546966,549546
1.0,30546966,20518474
1.0,30179435,10311308
1.0,30179435,10385950
1.0,80480393,10311308
1.0,80480393,30179435
1.0,80480393,10385950
1.0,10311308,10385950
1.0,10311308,80480393
1.0,90262196,50520753
1.0,90262196,20532309
1.0,20518474,30514791
1.0,20468110,20518474
1.0,549546,488425
1.0,549546,30351143
1.0,549546,30514791
1.0,549546,90538001
1.0,549546,50258323
1.0,30546966,20468110
1.0,30546966,50258323
1.0,549546,30546966
1.0,488425,30546966
1.0,488425,50258323
1.0,488425,90538001
1.0,50520753,10515485
1.0,423721,275848
1.0,423721,70286645
1.0,275848,70286645
1.0,275848,423721
1.0,80309241,441758
1.0,80309241,20317079
1.0,441758,80309241
1.0,441758,20317079
1.0,488425,30514791
1.0,488425,30351143
1.0,549546,20518474
1.0,20468110,549546
1.0,20468110,50353612
1.0,90262196,50445320
1.0,20468110,30546966
1.0,90262196,10515485
1.0,50520753,10510299
1.0,50520753,20532309
1.0,70186090,30378454
1.0,90366783,90347351
1.0,90366783,80275887
1.0,60273417,80261258
1.0,60273417,70246683
1.0,60273417,80272841
1.0,60273417,30277959
1.0,60273417,90382882
